media_group_id,country,project,media_article_0,media_article_1,media_article_2,media_article_3,media_article_4,media_article_5,media_article_6,media_article_7,media_article_8,media_article_9,media_article_10,media_article_11,media_article_12,media_article_13,media_article_14,media_article_15,media_article_16,media_article_17,media_article_18,media_article_19,media_article_20,media_article_21,media_article_22,media_article_23,media_article_24,media_article_25,media_article_26,media_article_27,media_article_28,media_article_29,media_article_30,media_label_0,media_label_1,media_label_2,media_label_3,media_label_4,media_label_5,media_label_6,media_label_7,media_label_8,media_label_9,media_label_10,media_label_11,media_label_12,media_label_13,media_label_14,media_label_15,media_label_16,media_label_17,media_label_18,media_label_19,media_label_20,media_label_21,media_label_22,media_label_23,media_label_24
kmeans_augmented_c0_g26,0,media,CBS News Sunday Morning,Lying press,Pulitzer Prize for Criticism,Intelligence Squared,Barbie Liberation Organization,Racial bias in criminal news in the United States,Polandball,Amy Goodman,Incipit,Sean Hannity,Alternative media,Pulitzer Prize for Breaking News Photography,Pulitzer Prize for Feature Photography,Bill Moyers,Censorship in the Soviet Union,Yellow journalism,24-hour news cycle,Narcotizing dysfunction,Trial balloon,C-SPAN,Culture jamming,Dan Harris (journalist),Disinformation,Inquisitr,Dan Abrams,Vanilla,Leveson Inquiry,Big Think,Whataboutism,Newsweek,LiveLeak,claim,politics of the united states,pulitzer prize,new york times,states,find,journalism,media in the united states,american,life,years,the new york times,war,cnn,american journalism,times,,reporting,isbn,american journalists,,post,describe,propaganda,man
kmeans_augmented_c3_g12,3,media,Web television,MiniDVD,Spread spectrum,Video on demand,Timecode,Rainbow Books,Second screen,Submarine communications cable,Copy protection,RCA,High dynamic range,Digital signal,Satellite,Pentax,Camera,Four-leaf clover,High Efficiency Video Coding,Digital audio,XAVC,Digital audio workstation,Ambarella Inc.,Television,Sound,Digital video,Color television,DVD recordable,Digital distribution,Still camera,Video camera,Digital signal processor,DVD,electronics,high efficiency video coding,uses,media technology,tape,moving picture experts group,,formats,audio,information and communications technology,develop,single,video,systems,standards,different,developed,software,,dvd,sensor,sony,film and video technology,standard,video
LDA_c5_g15,5,media,Blu-ray Disc recordable,Satellite,MiniDVD,High dynamic range,Digital television,Program and System Information Protocol,Video art,ISDB,Digital audio workstation,Rainbow Books,Ambarella Inc.,Women in music,Digital distribution,Alliance for Open Media,Standard (warez),Music censorship,Smart TV,TiVo,Bleach,Magnetic tape,Spread spectrum,Module file,Telesync,Video CD,Digital signal,Popular music,Digital Audio Tape,Surround sound,Napster,NTSC,DVD,video,standard,digital media,electronics,,standards,uses,,developed,moving picture experts group,,video,systems,dvd,software,use,system,audio,jazz,media technology,record,,music,media formats,high efficiency video coding
kmeans_augmented_c5_g8,5,media,Lead vocalist,Film,Scandal,Uproxx,The Entertainment Capital of the World,Silence,Suspension of disbelief,Production coordinator,Sampling (music),Andy Warhol,Screen International,Vessel (website),Popular music,Emma Freud,Creative director,Jazz,Focus puller,Fuck (film),Terminal 5 (venue),University of the Arts London,Elijah Daniel,Movie star,Jessica Feshbach,David Lean,Music,Film festival,Celebrity culture,Rough Trade Records,Graphic violence,Web series,Diapers,arts,artists,jazz,production,films,youtube,,,entertainment,film,released,character,filmmaking,film,programme,film theory,fox,music,entertainment occupations,abc,features,april,years,broadcasting,screenplay
kmeans_augmented_c4_g2,4,media,India News,Hindustan Times,The Times Group,Mahaka Media,Dainik Bhaskar,Newspaper,Sahara India Pariwar,Mac n' Cheetos,The Hindu,Newspaper circulation,Times Now,Sony Aath,Radia tapes controversy,Jalsha Movies,Zee Entertainment Enterprises,History of newspaper publishing,Eros Now,Pandit,ABP Ananda,Navbharat Times,All India Radio,India Today (TV channel),India TV,Punjab Kesari,Subhash Chandra,Sun TV Network,Star Jalsha,Pakistan Remote Sensing Satellite,Media of India,HT Media,Hindustan (newspaper),channels,hindi,launched,hindi,,political,india,indian,india,washington post,editorial,,mumbai,delhi,law,media in india,pakistan,media companies of india,,news media of india,media in india by medium,english,national,media in india by city,references
kmeans_plain_c3_g0,3,media,Conversation,Internet,New media,Advertising,Children's Online Privacy Protection Act,Content creation,New World Information and Communication Order,Color theory,Information design,Multimedia,Visual communication,Exploitation of women in mass media,Cost per mille,Audience,Health communication,Magazine,Communication design,Overchoice,Four-leaf clover,Demographic profile,Journalism,Digital media,Target audience,Publishing,Corporate media,Environmental communication,Performance-based advertising,Self-publishing,Subliminal stimuli,Motion graphic design,Information explosion,communication,studies,go,marketing,character,,mass media,social sciences,style,media,communication,humanities,information,,different,communication studies,social media,,form,society,,,advertising,interview,come
kmeans_augmented_c1_g12,1,media,International communication,Satellite,Content (media),Parasocial interaction,Communication design,Page layout,Typing,Children's Online Privacy Protection Act,Smoke signal,Gatekeeping (communication),Facebook like button,Old media,Marketing,Typewriter,Out-of-home advertising,Exhibition,User-generated content,Media relations,Web content,Churnalism,Social peer-to-peer processes,Cost per mille,Media event,Corporate media,Media richness theory,Communication studies,Social media in education,Panel discussion,Models of communication,Concept testing,Magazine,,style,marketing,character,society,social media,media,advertising,form,,,communication studies,communication,behavior,come,interview,information,,different,go,social sciences,,communication,mass media,studies
kmeans_plain_c1_g15,1,media,Mondo TV,Concentration of media ownership,Euronews,Antena 3 (Spain),Yle,Agence France-Presse,Radiotelevizija Slovenija,Telewizja Polska,All-Russia State Television and Radio Broadcasting Company,Pier Silvio Berlusconi,Gazette,Independent Press Standards Organisation,BBC News (TV channel),I (newspaper),Le Monde,Middle-market newspaper,John Singleton (Australian entrepreneur),Country code top-level domain,Skai TV,Die Welt,Media of the United Kingdom,ABS-CBN,Al Jazeera Media Network,Middle East Broadcasting Center,Bleach,Gazprom-Media,Voice of Russia,Chinese Wikipedia,Public inquiry,Bertelsmann,Economist Group,serve,establishments by country and year,radio station,news,service,regional,community,establishments in europe by year,reporters without borders,edition,government,bbc,,united kingdom,bbc,establishments by year and country,media in europe by country,group,newspaper,russian,london,media by country,reference,media,broadcast
kmeans_augmented_c0_g22,0,media,Amy Goodman,Donny Deutsch,Time (magazine),Mediaite,Terry Moran,Inquisitr,Baby Powder,National Post,Dan Harris (journalist),Spin (propaganda),Bill Moyers,Ynetnews,Sarah Koenig,Nat Hentoff,The Jerusalem Post,John Stossel,The Real News,Grub Street,The Times of Israel,Racial bias in criminal news in the United States,The Daily Stormer,Pulitzer Prize for Public Service,Rachel Maddow,Media Research Center,Russia Insider,Edward R. Murrow,Mortimer Zuckerman,Fresh Air,ProPublica,Henry Luce,Jean Baudrillard,,describe,american journalists,new york times,states,cnn,american journalism,journalism,war,politics of the united states,times,isbn,the new york times,reporting,man,pulitzer prize,american,media in the united states,find,years,post,claim,life,,propaganda
kmeans_plain_c1_g5,1,media,Middle-market newspaper,Mega Channel,Berliner (format),"Tony Hall, Baron Hall of Birkenhead",Alexander Lebedev,Ofcom,Hellenic Broadcasting Corporation,Bloomberg L.P.,Television in Russia,Radiotelevizija Slovenija,Grupo Globo,Baby Powder,News Corp Australia,Telegraph Media Group,Mondo TV,WPP plc,ERTU,Satellite television,Media of the United Kingdom,Pier Silvio Berlusconi,Haymarket Media Group,Commercial broadcasting,ABS-CBN,Dubai Media City,Media freedom in Russia,Al Jazeera English,Virgin Media,CNN International,BeIN Media Group,Government gazette,Bell Pottinger,group,london,establishments by year and country,bbc,news,reporters without borders,bbc,establishments by country and year,community,,reference,media in europe by country,edition,broadcast,government,russian,media,newspaper,establishments in europe by year,regional,serve,media by country,united kingdom,radio station,service
kmeans_augmented_c2_g14,2,media,Allen & Company,American Broadcasting Company,Business Wire,CBS,Fox Business Network,ABC News,Katie Nolan,Telepictures,NBC chimes,Vanilla,Low-power broadcasting,Religious broadcasting,Advance Publications,Simulcast,DuMont Television Network,Rod Allen,Mario Impemba,El Rey Network,Bill Weir,Corus Entertainment,Vulcan Inc.,NBC,Criticism of The Walt Disney Company,ESPN,Televisa,Communications in the United States,Roone Arledge,Free Speech TV,Vivendi,Fox Broadcasting Company,Sumner Redstone,cable television,canada,new york city,establishments in the united states by year,,nbc,access,programming,united states,broadcasting,owned,television broadcasting companies of the united states,television in the united states,platform,network,software,marketing,media companies of the united states,company,canada,offer,,corporation,stations,media companies by year of establishment
kmeans_augmented_c0_g10,0,media,Jean Baudrillard,The Post and Courier,ProPublica,Maricopa County Sheriff's Office controversies,Fairness and Accuracy in Reporting,Ted Koppel,Seymour Hersh,Whataboutism,Bloody Saturday (photograph),Conrad Black,Echo chamber (media),Media Matters for America,Attack ad,LiveLeak,Factoid,Weekly World News,Common Dreams,Rush Limbaugh–Sandra Fluke controversy,Al Franken,Intelligence Squared,Fresh Air,Martin Bashir,Life (magazine),The Village Voice,Walter Lippmann,The Young Turks,Body worn video,The Times of Israel,Ynetnews,Baby Powder,Ed Schultz,times,propaganda,years,life,claim,find,post,new york times,man,politics of the united states,american,reporting,media in the united states,,isbn,states,,pulitzer prize,american journalists,cnn,journalism,the new york times,american journalism,war,describe
LDA_c6_g34,6,media,STS (TV channel),News Corporation (1980–2013),Michael Redstone,Times Now,ESPN,Maharashtra Times,Dainik Jagran,Pluto TV,CNN,Topsite (warez),Sling TV,Fox Business Network,Inquisitr,Canadian Radio-television and Telecommunications Commission,ABS-CBN,Viral video,Mac n' Cheetos,Aaj Tak,E. W. Scripps Company,Pakistan Remote Sensing Satellite,UBM plc,Virgin TV,Salem Media Group,Business Wire,Vivendi,Cheddar (TV channel),Free Speech TV,Dubai Media City,YTV (TV channel),VidCon,Travel Channel,television by year,company,pay television,,media companies by year of establishment,news,channel,,television networks by country,broadcast,service,television by country,india,,tv,media companies by country,,united states,programming,youtube,cable television,,,network,launched
kmeans_augmented_c6_g12,6,media,European Broadcasting Union,Asia-Pacific Broadcasting Union,Bertelsmann,Agence France-Presse,BBC Cymru Wales,Mediaset,Axel Springer SE,Ofcom,Middle East Broadcasting Center,Grupo Globo,Mega Channel,Country code top-level domain,NOS (Portuguese media company),Roy Greenslade,Gazette,Eurosport,Interfax,Lagardère Group,Al Arabiya,Lists of newspapers,Pier Silvio Berlusconi,RIA Novosti,Skai TV,Lmao,BBC,Al Jazeera English,BBC Sport,Die Welt,Televisión Española,BeIN Channels Network,Deutsche Welle,news,regional,establishments by year and country,media,media in europe by country,edition,broadcast,united kingdom,establishments in europe by year,london,tv,reporters without borders,bbc,radio,radio station,community,media by country,reference,bbc,group,service,government,serve,newspaper,establishments by country and year
LDA_c4_g1,4,media,Film scanner,Thomas Edison,Production coordinator,Terminal 5 (venue),360-degree video,Script supervisor,Still camera,Digital photography,Cinematographer,Panavision,Canon Inc.,Dolly grip,Film,Assistant director,Terminal 5 (venue),Print design,Focus puller,Bleach,Still camera,Thomson Reuters,Lighting technician,Cinematography,Location manager,Thomson Corporation,Light,Light,Glossary of motion picture terms,Cinematographer,Pentax,Camera operator,Grip (job),light,dt,image,lens,lists of media by city in canada,lists by city in canada,canada,,screenplay,camera,lenses,filmmaking,television,canada-related lists,categories by city in canada,use,,film,ctv,film crew,lists of canadian media,cameras,,required,cbc
kmeans_plain_c2_g7,2,media,Lead vocalist,Viral video,Rough Trade Records,Video on demand,Jayne Mansfield-Sophia Loren photo,Mac n' Cheetos,Scenic design,Vevo,Focus puller,Toronto International Film Festival,Virgin EMI Records,Production coordinator,Future plc,Max Clifford,Wilhelm scream,Monte Lipman,Personality rights,Television advertisement,Celebrity,EMI,Grip (job),Vimeo,Lighting technician,Lists of singers,Uproxx,Doctor Doom in other media,Rock and roll,Ingmar Bergman,Entertainment,Directors Guild of America,Human voice,filmmaking,years,broadcasting,,filmmaking,screenplay,character,production,arts,youtube,film,films,,features,artists,music,programme,entertainment,fox,abc,film theory,film,jazz,released,april
