technology_group_id,country,project,technology_article_0,technology_article_1,technology_article_2,technology_article_3,technology_article_4,technology_article_5,technology_article_6,technology_article_7,technology_article_8,technology_article_9,technology_article_10,technology_article_11,technology_article_12,technology_article_13,technology_article_14,technology_article_15,technology_article_16,technology_article_17,technology_article_18,technology_article_19,technology_article_20,technology_article_21,technology_article_22,technology_article_23,technology_article_24,technology_article_25,technology_article_26,technology_article_27,technology_article_28,technology_article_29,technology_article_30,technology_label_0,technology_label_1,technology_label_2,technology_label_3,technology_label_4,technology_label_5,technology_label_6,technology_label_7,technology_label_8,technology_label_9,technology_label_10,technology_label_11,technology_label_12,technology_label_13,technology_label_14,technology_label_15,technology_label_16,technology_label_17,technology_label_18,technology_label_19,technology_label_20,technology_label_21,technology_label_22,technology_label_23,technology_label_24
kmeans_plain_c0_g3,0,technology,Land mine,Bomb,Project Habakkuk,Turbofan,Nuclear reactor,Anti-aircraft warfare,Recoilless rifle,Muzzle brake,Military,Operation Paperclip,Ammunition,Naval mine,Stealth technology,Booby trap,Harrier Jump Jet,Powered exoskeleton,Ship breaking,The Lion King,Norden bombsight,Sonar,Gyroscope,Trinity (nuclear test),Thermobaric weapon,Gimbal,Scramjet,Torpedo,Pump-jet,Pitot tube,Joint Direct Attack Munition,Airship,Autocannon,force,dry,united,military science,weapon,world war ii,,aircraft,war,ship,aircraft,radar,fiber,remove,,particle,navy,weapons,,submarine,military technology,british,part,flight,aerospace engineering
LDA_c3_g3,3,technology,Fourth-generation programming language,Prototype,Industrial robot,Nondestructive testing,Industrial design,Information management,Safety,IT service management,Architectural drawing,3D computer graphics,Distributed ledger,Failure mode and effects analysis,Braces,Risk management,Automation,ITIL,Recreation,Productivity,Schematic,Standardization,Medical laboratory,Self-contained breathing apparatus,Engineering design process,Calibration,Standardization,Product design,Biomedical engineering,Product lifecycle,Innovation,Computer simulation,Pulse oximetry,,management by type,information technology,product,main topic classifications,,design,academic disciplines,systems,systems science,example,requirements,engineering,information,references,subfields by academic discipline,system,,analysis,examples,,model,technology,process,management
kmeans_augmented_c5_g10,5,technology,Comparator,Integrated circuit,Inductive charging,Data transmission,Tomography,Sensor,Telescope,Instrumentation,Sodium-vapor lamp,Mammography,Mercury-vapor lamp,Spectrogram,Inductor,Accelerometer,Thermocouple,Spectroscopy,Printed circuit board,Flow cytometry,Button cell,Solar panel,Crystallography,Laser pointer,Quantum dot display,Transcranial magnetic stimulation,Capacitive sensing,Serum,Yagi–Uda antenna,American wire gauge,Wheatstone bridge,Microelectromechanical systems,Solar cell,optics,signal,application,bridge,optical,,voltage,transistor,operation,later,frequency,image,,space,measurement,magnetic field,electronics,mill,,electrical engineering,semiconductor,devices,light,,electricity
LDA_c1_g7,1,technology,Adhesive,Absorption refrigerator,Bumblebee,Thermosetting polymer,Heat engine,Catheter,Calorimeter,Heat exchanger,Fertilizer,Induction cooking,Metallurgy,Air fryer,Cavitation,Elastomer,Electrical discharge machining,Stereolithography,Die casting,Thermoplastic,Thermal insulation,Biodiesel,Electrostatic precipitator,Polylactic acid,Corrugated fiberboard,Plastic bag,Balloon,Lubricant,Sol–gel process,Plywood,Drilling rig,Engineered wood,Carbon dioxide removal,,materials,glass,material,chemistry,paper,temperature,artificial materials,,water,produce,,metal,,materials,,polymer,industrial processes,,plastic,,manufacturing,surface,process,
kmeans_plain_c4_g3,4,technology,Vise,Seismometer,Stone tool,Thomas Edison,Petronas Towers,Wire,Tram,Cinematography,Robert Fulton,Flint,Lightning rod,Braces,Skeleton key,Samuel Morse,Stent,Pigment,World's fair,Construction,Block and tackle,Theodolite,Air fryer,Balloon,Abacus,History of books,Vending machine,Incandescent light bulb,Photocopier,Bunsen burner,Sewing machine,Timeline of historic inventions,Textile industry,paper,industrial revolution,,history,references,term,produced,manufactured goods,,idea,,equipment,communication,focus,wood,england,invented,hardlines (retail),printing,establish,century,machine,tools,inventor,inventions by country
kmeans_augmented_c1_g1,1,technology,Die casting,Ice pack,Particle board,Engineering drawing,Vickers hardness test,Water treatment,Air filter,Francis turbine,O-ring,Personal protective equipment,Abrasive blasting,Fertilizer,Passivation (chemistry),Spot welding,Coordinate-measuring machine,Arc welding,Lead–acid battery,Ultimate tensile strength,Volatile organic compound,Foam,The Lion King,Piping and plumbing fitting,Centrifugal fan,Galvanization,Reinforced concrete,Calorimeter,Solar thermal energy,Rebar,Sand casting,Shell and tube heat exchanger,Autoclave,output,pressure,metal,high,electricity,chemistry,industrial processes,temperature,valve,process,polymer,manufacturing,,flow,building materials,tube,water,materials,material,fire,battery,,plastic,processes,building engineering
kmeans_augmented_c6_g9,6,technology,Prosthesis,Incandescent light bulb,World's fair,Chronograph,Vantablack,Toilet-related injuries and deaths,Petronas Towers,Pencil,Steam engine,Siphon,Mimeograph,Windmill,Corrugated fiberboard,Photography,Lightning rod,Do it yourself,Adhesive,Gas lighting,Fiber,Watt steam engine,Fountain pen,Blueprint,Abdomen,History of the firearm,Slot machine,Washing machine,Electronic cigarette,Crane (machine),Benjamin Franklin,Vacuum cleaner,Necessity is the mother of invention,cast iron,communication,industrial revolution,century,,,references,term,,wood,history,produced,machine,hardlines (retail),printing,inventions by country,idea,england,manufactured goods,tools,focus,equipment,establish,invented,paper
kmeans_augmented_c3_g19,3,technology,New product development,Subject-matter expert,Information and communication technologies for development,Smart grid,Code,Reverse engineering,Health,Computer network,Microchip implant (human),OCLC,Materials science,Slow movement (culture),Transport,Arcology,Laboratory,Fault tree analysis,Electrical grid,Societal collapse,Quality management,Public relations,Control system,Technological singularity,Old Town Road,Laboratory information management system,Requirement,Analysis paralysis,Clarke's three laws,Bioinformatics,Emerging technologies,ITIL,Product design,university,information,management,human,technological,innovation,academic disciplines,society,research,technology,information technology,technology,app,,like,number,institute,science,engineering,introduce,technological change,sell,computer,,main topic classifications
kmeans_augmented_c0_g12,0,technology,Camshaft,Spark plug,V12 engine,Limited-slip differential,Two-stroke engine,Automatic transmission,Governor (device),Bogie,Differential (mechanical device),Automotive industry in the United Kingdom,Gasoline direct injection,Four-stroke engine,Hydrogen vehicle,Cubic centimetre,Electric motor,Powertrain,Steering,Serum,Hybrid electric vehicle,Traction control system,Charging station,Bearing (mechanical),Exhaust gas,Engine,Immobiliser,Gas turbine,Volkswagen air-cooled engine,History of the internal combustion engine,Forklift,Electric generator,Power steering,case,value,vehicles,vehicle parts,function,internal combustion engine,engine,approach,vehicle technology,car,speed,,cars,automotive industry,cylinder,vehicle,engines,automobile,element,engines,crankshaft,motors,volkswagen group,automotive technologies,cylinder 
LDA_c1_g17,1,technology,Glass production,Sieve,Injection moulding,Rebar,Creosote,Microwave oven,Home appliance,Nickel–metal hydride battery,Heat engine,Volatile organic compound,Electrostatic precipitator,Carbon sequestration,Sand casting,American Revolutionary War,Lithium-ion battery,Bunsen burner,Food preservation,Catheter,Microwave oven,Temperature measurement,Measuring instrument,Die casting,Thermal expansion valve,Bioreactor,Thin-layer chromatography,Thermal expansion valve,Submersible pump,Insecticide,Geotechnical engineering,Stent,Wafer (electronics),,glass,temperature,materials,,produce,plastic,manufacturing,,,water,materials,metal,material,,paper,artificial materials,,,chemistry,polymer,industrial processes,surface,,process
LDA_c0_g34,0,technology,Autonomous car,Bing (search engine),Financial technology,Whitney Wolfe Herd,Active Directory,Magnetic stripe card,Magic Leap,YouTube,Smart TV,Voice over IP,Open-source hardware,Do it yourself,Honor (brand),Server (computing),Pono (digital music service),BlackBerry,Braces,Tim Berners-Lee,MacOS High Sierra,Skunkworks project,QR code,Qualcomm,Microsoft,Zune,Wired (magazine),Emerging technologies,Barcode reader,MQTT,Altran,Rebel Heart Tour,TED (conference),,system,companies by industry and year of establishment,android ,,technology,,united states,computers,mobile phones,business,apple inc.,technology by year,service,smartphone,research,company,wi-fi,,university,computer-related introductions by year,,,new,services
LDA_c0_g4,0,technology,Technological singularity,Honor (brand),World Wide Web,Sun Microsystems,Steam (software),Mobile phone tracking,Brian Krzanich,Open defecation,Microsoft,Technological convergence,IPhone SE,IOS,Snap Inc.,Oracle Corporation,Surveillance,Single-page application,Abdomen,Software engineer,Solid-state drive,Java servlet,Do it yourself,Xamarin,High Efficiency Image File Format,Information Age,Bing (search engine),MacOS High Sierra,Mass communication,Xiaomi,IPhone XR,OS X Yosemite,Radio-frequency identification,company,new,,,mobile phones,,computers,university,smartphone,,united states,android ,wi-fi,business,apple inc.,companies by industry and year of establishment,technology by year,research,system,service,,services,computer-related introductions by year,,technology
kmeans_plain_c3_g9,3,technology,Audi S and RS models,Carnot heat engine,Powertrain,VR6 engine,Flat engine,Direct-shift gearbox,Piston,Carburetor,American Revolutionary War,Vehicle,Airbag,Charging station,Bearing (mechanical),Hydrogen vehicle,Engine,Two-stroke engine,V12 engine,Governor (device),Exhaust gas recirculation,Reciprocating engine,Formula One car,Automotive industry,Four-stroke engine,Camshaft,Tachometer,VTEC,Power steering,Ackermann steering geometry,Ford Model T,Automobile air conditioning,Chassis,engines,element,automotive technologies,vehicle parts,cylinder,function,motors,car,value,approach,internal combustion engine,automotive industry,,vehicle technology,engines,volkswagen group,vehicles,automobile,cars,engine,vehicle,cylinder ,crankshaft,case,speed
kmeans_plain_c6_g24,6,technology,Serum,Information technology in India,Code,Transhumanism,Reliability engineering,Program evaluation and review technique,Electronic engineering,Transport,Global issue,Software engineer,Information and communication technologies for development,Prototype,Fourth-generation programming language,Agricultural engineering,Intellectual property,Software testing,Risk management,Neolithic Revolution,Health,Information system,Analytics,Failure mode and effects analysis,Mass communication,Growth hacking,Technological convergence,Graphics,Industrial robot,Smart meter,Necessity is the mother of invention,Smart grid,Risk,subfields by academic discipline,technological change,research,technology,university,main topic classifications,technological,institute,technology,management,engineering,number,like,innovation,human,,academic disciplines,introduce,information technology,,,app,information,sell,computer
kmeans_augmented_c2_g11,2,technology,Land mine,Project Habakkuk,Flamethrower,Military,Coilgun,Helicopter,Nuclear reactor,Thermobaric weapon,Ship breaking,Operation Paperclip,Stealth technology,Torpedo,Nuclear weapons testing,Rebreather,Muzzle brake,Steam turbine,Unmanned aerial vehicle,Generation IV reactor,NASA,Inertial navigation system,Technology during World War I,Harrier Jump Jet,Machine pistol,Analog computer,Limpet mine,Airship,Bomb,Powered exoskeleton,Trinity (nuclear test),Mushroom cloud,,submarine,navy,,aircraft,,aircraft,remove,ship,,weapons,aerospace engineering,weapon,military science,part,british,particle,air,world war ii,dry,radar,fiber,war,force,military technology,flight
kmeans_augmented_c6_g19,6,technology,Edison screw,Tram,Street light,Knot,Sextant,Flint,Bumblebee,Compass (drawing tool),Second Industrial Revolution,Sanitary sewer,Bed,Blueprint,Typewriter,Lightning rod,Creosote,Pulley,Wire,Wrought iron,Binoculars,Incandescent light bulb,Metal detector,Papermaking,Weighing scale,Screen printing,Gas mask,Barbed wire,Electronic cigarette,Slide rule,Benjamin Franklin,Toilet-related injuries and deaths,Wootz steel,manufactured goods,idea,tools,england,machine,,cast iron,establish,industrial revolution,wood,references,printing,,focus,produced,hardlines (retail),equipment,inventions by country,paper,,history,communication,term,century,invented
LDA_c0_g13,0,technology,Apple File System,Theranos,IPod,Firmware,Graphics,Active Directory,X (company),FieldTurf,Kara Swisher,OCLC,Bing (search engine),Video game,Google Stadia,Slot machine,Open defecation,Ben Thompson (writer),Open-source hardware,Planned obsolescence,Loon (company),"Science, technology, engineering, and mathematics",Huawei EMUI,Wireless LAN,MAN SE,Laptop,Braces,IOS,M-Pesa,ITunes,John McAfee,Haptic technology,Apple Watch,companies by industry and year of establishment,research,android ,university,,,,smartphone,apple inc.,system,business,united states,technology,computer-related introductions by year,wi-fi,computers,,technology by year,,mobile phones,service,company,new,,services
kmeans_augmented_c5_g18,5,technology,Yagi–Uda antenna,Tesla coil,Display device,Mammography,Sensor,Tomography,Proximity sensor,Cleanroom,Wafer (electronics),Electrochemical cell,Inductive charging,Image sensor,Stereolithography,Photoresistor,Semiconductor industry,7 nanometer,Chromatography,Heat sink,5 nanometer,Power-line communication,Fresnel lens,Laser pointer,Three-phase electric power,Wheatstone bridge,Angiography,Printed circuit board,Solar panel,Nickel–cadmium battery,Serum,LED lamp,Surge protector,electrical engineering,optical,operation,optics,,magnetic field,bridge,electricity,transistor,,space,later,image,,signal,application,measurement,electronics,devices,frequency,semiconductor,mill,,voltage,light
kmeans_augmented_c1_g12,1,technology,Anemometer,Calorimeter,Power station,The Lion King,Vapor-compression refrigeration,Arc welding,Mineral wool,Autoclave,Geothermal power,Oil refinery,Drilling rig,Fibre-reinforced plastic,Fertilizer,Heat pump,Thermal insulation,Structural engineering,Boiling water reactor,Cavitation,Ultimate tensile strength,Electrical discharge machining,Refrigeration,Pyrolysis,Check valve,Piping and plumbing fitting,Drain-waste-vent system,Composite material,Oil well,Evaporative cooler,Glass production,Inconel,Dangerous goods,plastic,chemistry,processes,building materials,manufacturing,materials,process,polymer,,valve,water,,metal,electricity,material,building engineering,battery,high,tube,pressure,industrial processes,temperature,flow,fire,output
